,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
47,0.48308162689208983,0.10461974143981934,0.5122325098891795,0.5234461307660893,0.1,"(20, 20)",7,"{'filter__n': 7, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",55,0.6499162479061976,0.6376178005072887,0.0,0.0,0.6620926243567754,0.7457193033806523,0.7466150870406191,0.7513572464376023,0.5058977719528178,0.48253630350490306,0.04902128196907979,0.0021544722992806902,0.2683296689337287,0.2793039476494382
48,0.4797985076904297,0.10871272087097168,0.0,0.0,0.1,"(20, 20)",8,"{'filter__n': 8, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02156385237259721,0.006340555843271629,0.0,0.0
49,0.4616247653961182,0.10426421165466308,0.0,0.0,0.1,"(20, 20)",9,"{'filter__n': 9, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087412364336551,0.0013332753591974956,0.0,0.0
50,0.4398354530334473,0.1080315113067627,0.0,0.0,0.1,"(20, 20)",10,"{'filter__n': 10, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028730124140751958,0.004162558992254718,0.0,0.0
51,0.45585031509399415,0.10527248382568359,0.5586001650607466,0.5460317460317505,0.1,"(20, 20)",11,"{'filter__n': 11, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",37,0.6666666666666669,0.6666666666666736,0.6666666666666669,0.6666666666666736,0.6666666666666661,0.6666666666666712,0.12439574605220749,0.06349206349206336,0.6666666666666662,0.666666666666671,0.06706229995747688,0.0026242593285926968,0.21661706429569164,0.24126984126984358
52,0.4613035678863525,0.10524582862854004,0.0,0.0,0.1,"(20, 20)",12,"{'filter__n': 12, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051578619017786806,0.0032861187454028555,0.0,0.0
53,0.48836026191711424,0.10680303573608399,0.0,0.0,0.1,"(20, 20)",13,"{'filter__n': 13, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022036389816335638,0.0049928225227414535,0.0,0.0
54,0.5049375057220459,0.10619192123413086,0.0,0.0,0.1,"(20, 20)",14,"{'filter__n': 14, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017525698533526993,0.0026655439118121248,0.0,0.0
55,0.5119801998138428,0.10441746711730956,0.0,0.0,0.1,"(20, 20)",15,"{'filter__n': 15, 'NN__hidden_layer_sizes': (20, 20), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027221438656224846,0.0006680737483297945,0.0,0.0
56,0.44698467254638674,0.10686144828796387,0.0,0.0,0.1,"(20, 5)",2,"{'filter__n': 2, 'NN__hidden_layer_sizes': (20, 5), 'NN__alpha': 0.1}",133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012707975396079768,0.004906370208953837,0.0,0.0
